videoId,updateAt,authorId,cmt,label
N0VOGhhDWpc,2022-10-02 06:53:15,UClnj_aluD99wFgCJOLBs3zA,"Lâu ơi là lâu rồi mới được nghe lại những giai điệu nhẹ nhàng, lãng mạn nhưng ko kém phần buồn bã của Ô Cửa Sổ ^^ cảm ơn XHTĐRLX và Trúc Nhân đã đưa mình trở về miền ký ức của bài hát này ❤ Quán buồn thấm sâu cõi lòng, nỗi buồn len lén tâm hồn",0
N0VOGhhDWpc,2022-10-02 06:53:43,UCKWptEH6Crkrg4g2AU53Euw,Mê giọng hát này quá🎙,2
N0VOGhhDWpc,2022-10-02 08:13:33,UCQ72KQC13r8FAvWSGwFSLQA,"Võ Thiện Thanh là người đã phác họa 1 bức tranh. Và chính Trúc Nhân mới là người làm cho nó trở nên sống động và dịu dàng nhất. Là Nhân, chứ không phải 1 ai khác.",0
N0VOGhhDWpc,2022-10-02 09:23:23,UCrpIwmsOML70pOZSeWRRMcw,Khó ai có thể thể hiện hay như TRÚC NHÂN  :)))),1
N0VOGhhDWpc,2022-10-02 10:47:17,UCgiTmmp2Zs-kLxZ2Nkvbs4w,Legacy của chị Mỹ Tâm đang được các bạn trẻ đào lại à =)))),2
N0VOGhhDWpc,2022-10-02 13:19:17,UCjt_HZizyrdfdZuqJk2HkVA,"Thích bản của Tâm hơn, nó buồn man mác mà ko uỷ mị",1
N0VOGhhDWpc,2022-10-02 13:38:16,UCPIIp81tfpydqN-HJ-w8wdw,"Mong bài này mãi, bài này hay quá",2
N0VOGhhDWpc,2022-10-02 13:50:38,UCAUvhTnE5ld3KpbvOa96KZQ,😎🙏✌️,1
N0VOGhhDWpc,2022-10-02 15:12:10,UCfsczREFJEwF9sif62JaDOA,"chữ len lén của anh Nhân hay quá, vừa day dứt và chiêm nghiệm cũng vỗ về nữa. 10 điểm nè, rất vừa vặn",2
N0VOGhhDWpc,2022-10-02 16:12:34,UC9i15nsC9F2V1P3qFhzYAhg,Nghe cảm thấy lắng động trong nỗi buồn,1
N0VOGhhDWpc,2022-10-02 16:57:16,UC0PPFjwa_0yE5CbdSEm63SQ,Nhờ bài hát này mà mình được trải nghiệm một nỗi buồn chưa bao giờ trải,2
N0VOGhhDWpc,2022-10-02 22:22:28,UCt85EYvLKw2PtYuIHfjvNcA,Hay đĩnkkkkk,0
